site_id,date,time,so2,co,o3,no2,nox,no
22,2024-08-31,16,2,0,44,3,4,1
31,2024-08-31,16,1,0,45,5,7,2
23,2024-08-31,16,2,0,74,5,6,1
24,2024-08-31,16,1,0,57,5,6,1
25,2024-08-31,16,2,0,44,1,3,2
26,2024-08-31,16,1,0,40,2,3,1
27,2024-08-31,16,1,0,50,2,2,1
28,2024-08-31,16,2,0,53,5,6,1
29,2024-08-31,16,1,0,45,3,3,0
30,2024-08-31,16,1,0,59,3,4,1
35,2024-08-31,16,1,0,47,2,3,1
32,2024-08-31,16,1,0,45,2,3,1
33,2024-08-31,16,4,0,41,9,12,3
34,2024-08-31,16,1,0,51,1,1,0
19,2024-08-31,16,1,0,35,1,2,0
36,2024-08-31,16,1,0,62,4,6,1
37,2024-08-31,16,2,0,48,2,3,1
38,2024-08-31,16,1,0,40,1,3,1
39,2024-08-31,16,2,0,43,2,2,0
40,2024-08-31,16,1,0,42,3,4,1
20,2024-08-31,16,4,0,42,10,13,3
313,2024-08-31,16,1,0,23,1,2,1
18,2024-08-31,16,1,0,41,5,7,2
7,2024-08-31,16,1,0,52,7,8,1
42,2024-08-31,16,1,0,52,3,3,0
204,2024-08-31,16,1,0,60,2,2,0
1,2024-08-31,16,3,0,76,3,3,0
2,2024-08-31,16,4,0,60,5,6,1
3,2024-08-31,16,1,0,73,4,5,1
4,2024-08-31,16,4,0,63,8,9,1
5,2024-08-31,16,2,0,66,8,9,1
6,2024-08-31,16,3,0,61,9,12,2
8,2024-08-31,16,2,0,54,7,9,2
17,2024-08-31,16,1,0,57,6,8,2
9,2024-08-31,16,1,0,45,5,6,1
10,2024-08-31,16,1,0,37,6,9,3
11,2024-08-31,16,2,0,43,6,8,2
12,2024-08-31,16,2,0,50,11,12,2
13,2024-08-31,16,2,0,51,11,13,2
14,2024-08-31,16,3,0,57,8,10,2
15,2024-08-31,16,2,0,56,6,7,1
16,2024-08-31,16,2,0,37,22,34,12
41,2024-08-31,16,1,0,49,2,3,1
21,2024-08-31,16,4,0,66,9,10,1
43,2024-08-31,16,1,0,49,5,6,1
77,2024-08-31,16,1,0,46,4,5,1
65,2024-08-31,16,1,0,36,2,3,1
66,2024-08-31,16,1,0,31,5,8,3
67,2024-08-31,16,2,1,34,25,43,18
68,2024-08-31,16,2,0,39,16,23,7
69,2024-08-31,16,3,0,59,4,5,1
70,2024-08-31,16,2,0,54,10,13,2
71,2024-08-31,16,0,0,35,5,7,2
72,2024-08-31,16,2,0,71,3,4,1
78,2024-08-31,16,2,0,61,1,2,2
63,2024-08-31,16,0,0,23,1,2,1
80,2024-08-31,16,1,0,20,2,2,0
83,2024-08-31,16,1,0,48,2,3,0
84,2024-08-31,16,0,0,56,1,1,0
85,2024-08-31,16,1,0,51,2,2,0
201,2024-08-31,16,4,0,40,8,11,3
202,2024-08-31,16,2,0,44,2,3,1
203,2024-08-31,16,1,0,47,2,3,1
311,2024-08-31,16,2,0,49,13,15,1
64,2024-08-31,16,2,0,41,2,2,1
75,2024-08-31,16,0,0,48,1,1,0
44,2024-08-31,16,1,0,58,2,3,1
53,2024-08-31,16,2,0,47,5,7,2
312,2024-08-31,16,NULL,NULL,NULL,NULL,NULL,NULL
45,2024-08-31,16,1,0,47,2,2,0
46,2024-08-31,16,0,0,50,4,5,1
47,2024-08-31,16,1,0,62,4,5,1
48,2024-08-31,16,2,0,46,6,8,2
49,2024-08-31,16,1,0,45,5,6,1
51,2024-08-31,16,0,0,55,5,6,1
52,2024-08-31,16,1,0,51,8,8,1
50,2024-08-31,16,1,0,41,7,9,2
54,2024-08-31,16,1,0,43,1,2,1
58,2024-08-31,16,1,0,38,7,9,2
61,2024-08-31,16,1,0,15,1,2,1
60,2024-08-31,16,1,0,46,2,3,1
59,2024-08-31,16,1,0,47,7,8,1
62,2024-08-31,16,2,0,22,2,3,1
57,2024-08-31,16,1,0,36,6,8,2
56,2024-08-31,16,1,0,40,2,4,2
54,2024-08-31,15,1,0,44,2,2,1
64,2024-08-31,15,2,0,43,2,2,1
63,2024-08-31,15,0,0,24,1,1,0
62,2024-08-31,15,2,0,22,2,3,2
61,2024-08-31,15,1,0,19,1,2,1
60,2024-08-31,15,1,0,63,3,4,1
59,2024-08-31,15,1,0,75,7,8,1
58,2024-08-31,15,1,0,52,5,7,2
57,2024-08-31,15,2,0,44,8,10,3
56,2024-08-31,15,1,0,43,5,7,3
45,2024-08-31,15,1,0,47,2,2,0
53,2024-08-31,15,1,0,52,3,5,1
52,2024-08-31,15,1,0,58,6,6,1
51,2024-08-31,15,1,0,68,7,7,1
50,2024-08-31,15,1,0,55,8,10,1
49,2024-08-31,15,1,0,47,5,6,1
48,2024-08-31,15,2,0,46,6,8,2
47,2024-08-31,15,1,0,62,3,4,1
46,2024-08-31,15,0,0,52,4,4,1
66,2024-08-31,15,1,0,36,5,7,3
65,2024-08-31,15,1,0,33,2,3,1
313,2024-08-31,15,0,0,33,1,1,0
67,2024-08-31,15,1,1,33,24,42,19
84,2024-08-31,15,0,0,48,0,1,0
43,2024-08-31,15,1,0,58,4,6,1
312,2024-08-31,15,NULL,NULL,NULL,NULL,NULL,NULL
311,2024-08-31,15,2,0,62,12,13,1
204,2024-08-31,15,1,0,68,2,3,1
203,2024-08-31,15,1,0,50,2,3,1
202,2024-08-31,15,2,0,42,1,2,1
201,2024-08-31,15,4,0,39,6,9,3
85,2024-08-31,15,1,0,54,2,2,0
83,2024-08-31,15,2,0,48,2,3,1
68,2024-08-31,15,3,0,42,24,36,12
80,2024-08-31,15,1,0,20,1,2,0
78,2024-08-31,15,2,0,57,1,3,2
77,2024-08-31,15,1,0,46,5,6,1
75,2024-08-31,15,1,0,53,1,1,0
72,2024-08-31,15,1,0,80,3,4,1
71,2024-08-31,15,0,0,48,5,7,2
70,2024-08-31,15,3,0,56,12,15,3
69,2024-08-31,15,2,0,71,3,4,1
44,2024-08-31,15,1,0,56,2,3,1
24,2024-08-31,15,1,0,48,4,6,1
42,2024-08-31,15,1,0,67,3,3,0
9,2024-08-31,15,1,0,49,4,5,1
18,2024-08-31,15,1,0,44,5,6,1
17,2024-08-31,15,2,0,59,6,7,1
16,2024-08-31,15,2,1,29,23,40,17
15,2024-08-31,15,2,0,53,7,8,2
14,2024-08-31,15,4,0,60,9,11,2
13,2024-08-31,15,2,0,46,10,12,2
12,2024-08-31,15,2,0,43,10,12,2
11,2024-08-31,15,1,0,44,8,10,2
8,2024-08-31,15,2,0,55,6,7,1
20,2024-08-31,15,3,0,55,10,12,2
7,2024-08-31,15,1,0,60,6,7,1
6,2024-08-31,15,4,0,65,9,11,2
5,2024-08-31,15,3,0,74,8,9,1
4,2024-08-31,15,5,0,74,8,9,1
3,2024-08-31,15,1,0,70,3,4,1
2,2024-08-31,15,2,0,57,4,5,1
1,2024-08-31,15,2,0,61,2,3,0
41,2024-08-31,15,1,0,51,2,3,1
19,2024-08-31,15,1,0,41,2,2,1
10,2024-08-31,15,1,0,42,3,4,1
21,2024-08-31,15,4,0,77,9,10,1
32,2024-08-31,15,1,0,51,2,3,1
22,2024-08-31,15,2,0,56,3,4,1
39,2024-08-31,15,2,0,52,2,3,0
38,2024-08-31,15,1,0,44,1,2,1
37,2024-08-31,15,2,0,56,2,3,1
36,2024-08-31,15,1,0,66,4,6,1
35,2024-08-31,15,1,0,45,2,3,1
34,2024-08-31,15,1,0,51,2,2,0
33,2024-08-31,15,4,0,45,8,10,2
40,2024-08-31,15,1,0,47,3,4,1
31,2024-08-31,15,1,0,56,5,7,2
27,2024-08-31,15,1,0,54,2,2,1
25,2024-08-31,15,1,0,39,1,3,2
26,2024-08-31,15,2,0,45,2,3,1
23,2024-08-31,15,1,0,68,4,5,1
28,2024-08-31,15,2,0,59,5,6,1
29,2024-08-31,15,1,0,46,2,3,1
30,2024-08-31,15,1,0,58,3,4,1
23,2024-08-31,14,1,0,61,4,5,1
32,2024-08-31,14,1,0,45,2,3,1
24,2024-08-31,14,1,0,43,4,5,1
25,2024-08-31,14,1,0,44,1,3,2
26,2024-08-31,14,1,0,48,2,3,1
27,2024-08-31,14,1,0,55,2,3,0
28,2024-08-31,14,2,0,59,4,5,1
29,2024-08-31,14,1,0,46,2,3,1
30,2024-08-31,14,1,0,59,3,4,1
31,2024-08-31,14,1,0,48,5,7,2
36,2024-08-31,14,1,0,75,5,6,1
33,2024-08-31,14,4,0,47,7,9,3
34,2024-08-31,14,1,0,53,2,2,1
35,2024-08-31,14,1,0,48,1,2,1
21,2024-08-31,14,3,0,76,8,9,1
37,2024-08-31,14,2,0,77,3,4,1
38,2024-08-31,14,1,0,44,1,2,1
39,2024-08-31,14,2,0,60,3,3,0
40,2024-08-31,14,1,0,53,4,5,1
41,2024-08-31,14,1,0,51,2,3,1
22,2024-08-31,14,2,0,42,3,4,1
313,2024-08-31,14,1,0,42,0,0,0
20,2024-08-31,14,2,0,57,9,11,2
9,2024-08-31,14,1,0,55,4,5,1
1,2024-08-31,14,3,0,65,3,3,0
2,2024-08-31,14,4,0,61,6,8,2
3,2024-08-31,14,1,0,58,3,4,1
4,2024-08-31,14,4,0,81,7,8,1
5,2024-08-31,14,2,0,103,9,10,1
6,2024-08-31,14,4,0,97,10,12,2
7,2024-08-31,14,1,0,67,6,7,1
8,2024-08-31,14,2,0,67,6,8,1
10,2024-08-31,14,1,0,49,4,5,1
19,2024-08-31,14,1,0,44,2,3,1
11,2024-08-31,14,1,0,62,6,7,1
12,2024-08-31,14,2,0,49,11,13,2
13,2024-08-31,14,3,0,63,11,12,1
14,2024-08-31,14,4,0,72,9,11,1
15,2024-08-31,14,3,0,60,7,8,1
16,2024-08-31,14,2,1,40,21,31,10
17,2024-08-31,14,2,0,63,6,7,2
18,2024-08-31,14,2,0,57,6,7,2
42,2024-08-31,14,2,0,73,3,3,0
43,2024-08-31,14,2,0,61,5,6,1
44,2024-08-31,14,1,0,61,2,4,1
84,2024-08-31,14,0,0,54,1,1,0
69,2024-08-31,14,1,0,83,4,5,1
70,2024-08-31,14,3,0,69,14,16,2
71,2024-08-31,14,1,0,59,7,9,2
72,2024-08-31,14,1,0,83,3,4,1
75,2024-08-31,14,1,0,58,2,2,1
77,2024-08-31,14,1,0,53,5,6,1
78,2024-08-31,14,2,0,55,1,3,2
80,2024-08-31,14,1,0,22,1,2,0
85,2024-08-31,14,1,0,59,3,3,0
67,2024-08-31,14,2,1,45,22,35,13
201,2024-08-31,14,3,0,53,4,6,2
202,2024-08-31,14,1,0,49,1,3,1
203,2024-08-31,14,NULL,0,51,NULL,NULL,NULL
204,2024-08-31,14,1,0,74,3,3,0
311,2024-08-31,14,2,0,87,13,14,1
312,2024-08-31,14,NULL,NULL,NULL,NULL,NULL,NULL
61,2024-08-31,14,NULL,NULL,NULL,NULL,NULL,NULL
45,2024-08-31,14,1,0,55,2,2,0
68,2024-08-31,14,3,0,49,21,27,7
83,2024-08-31,14,1,0,47,2,3,1
66,2024-08-31,14,2,0,41,5,7,2
54,2024-08-31,14,1,0,54,2,2,1
65,2024-08-31,14,1,0,43,2,3,1
47,2024-08-31,14,1,0,56,3,3,1
48,2024-08-31,14,2,0,58,5,6,1
49,2024-08-31,14,1,0,62,5,6,1
50,2024-08-31,14,2,0,67,10,11,1
51,2024-08-31,14,2,0,75,7,8,1
52,2024-08-31,14,2,0,73,3,3,1
53,2024-08-31,14,2,0,62,4,6,2
46,2024-08-31,14,0,0,57,4,5,1
56,2024-08-31,14,1,0,54,7,9,2
60,2024-08-31,14,2,0,72,3,4,1
63,2024-08-31,14,0,0,26,1,2,1
62,2024-08-31,14,1,0,25,1,3,1
64,2024-08-31,14,3,0,48,2,2,1
59,2024-08-31,14,1,0,74,7,8,1
58,2024-08-31,14,1,0,65,6,8,2
57,2024-08-31,14,2,0,58,7,9,2
64,2024-08-31,13,2,0,48,2,2,0
54,2024-08-31,13,2,0,65,3,3,0
63,2024-08-31,13,0,0,26,2,2,1
62,2024-08-31,13,1,0,25,2,3,2
61,2024-08-31,13,1,0,24,1,2,1
60,2024-08-31,13,1,0,61,3,3,1
59,2024-08-31,13,1,0,68,3,4,1
58,2024-08-31,13,2,0,72,7,9,2
57,2024-08-31,13,3,0,62,9,11,2
56,2024-08-31,13,2,0,69,4,5,1
50,2024-08-31,13,2,0,65,13,14,1
53,2024-08-31,13,1,0,69,5,6,2
52,2024-08-31,13,1,0,79,3,4,1
51,2024-08-31,13,8,1,74,17,19,2
67,2024-08-31,13,2,0,46,25,37,13
49,2024-08-31,13,2,0,70,6,6,1
48,2024-08-31,13,2,0,66,5,6,1
47,2024-08-31,13,1,0,53,3,3,1
46,2024-08-31,13,1,0,60,4,5,1
45,2024-08-31,13,1,0,60,3,3,0
66,2024-08-31,13,2,0,43,5,7,2
43,2024-08-31,13,1,0,58,4,5,1
68,2024-08-31,13,1,0,39,20,29,10
85,2024-08-31,13,1,0,55,2,3,0
23,2024-08-31,13,1,0,64,5,6,1
313,2024-08-31,13,1,0,46,1,1,0
312,2024-08-31,13,0,0,43,3,4,0
311,2024-08-31,13,2,0,78,11,12,0
204,2024-08-31,13,1,0,82,4,4,0
203,2024-08-31,13,NULL,0,58,NULL,NULL,NULL
202,2024-08-31,13,2,0,55,2,3,1
201,2024-08-31,13,3,0,65,6,8,2
84,2024-08-31,13,1,0,56,1,1,0
69,2024-08-31,13,1,0,75,3,5,1
83,2024-08-31,13,1,0,44,2,3,1
80,2024-08-31,13,1,0,24,1,1,0
78,2024-08-31,13,1,0,55,1,3,2
77,2024-08-31,13,1,0,63,6,7,1
75,2024-08-31,13,0,0,56,1,2,1
72,2024-08-31,13,1,0,54,2,3,1
71,2024-08-31,13,1,0,63,6,8,2
70,2024-08-31,13,2,1,89,15,17,2
44,2024-08-31,13,1,0,61,2,3,1
65,2024-08-31,13,1,0,52,3,4,1
42,2024-08-31,13,2,0,76,4,4,0
11,2024-08-31,13,1,0,58,5,6,1
20,2024-08-31,13,1,0,50,9,11,2
19,2024-08-31,13,1,0,35,2,3,1
18,2024-08-31,13,1,0,50,5,7,2
17,2024-08-31,13,4,0,55,8,10,2
16,2024-08-31,13,3,0,70,11,13,2
15,2024-08-31,13,3,0,69,7,8,1
14,2024-08-31,13,3,0,89,11,13,1
13,2024-08-31,13,3,0,84,13,14,1
10,2024-08-31,13,1,0,51,4,5,1
22,2024-08-31,13,1,0,40,3,4,1
9,2024-08-31,13,2,0,56,4,5,1
8,2024-08-31,13,3,0,71,8,9,1
7,2024-08-31,13,2,0,75,7,8,1
6,2024-08-31,13,4,0,109,11,13,2
5,2024-08-31,13,2,0,111,10,10,1
4,2024-08-31,13,2,0,86,8,9,1
3,2024-08-31,13,2,0,65,4,5,1
1,2024-08-31,13,3,0,62,3,3,1
21,2024-08-31,13,3,0,67,8,10,1
12,2024-08-31,13,3,0,73,10,11,1
41,2024-08-31,13,1,0,49,2,3,1
32,2024-08-31,13,2,0,54,2,3,1
2,2024-08-31,13,4,0,67,9,11,2
40,2024-08-31,13,2,0,56,5,6,1
39,2024-08-31,13,2,0,63,3,3,0
38,2024-08-31,13,1,0,47,2,3,1
37,2024-08-31,13,1,0,78,3,4,1
36,2024-08-31,13,1,0,78,5,6,1
34,2024-08-31,13,1,0,55,1,2,1
33,2024-08-31,13,3,0,57,6,7,2
35,2024-08-31,13,1,0,51,2,3,1
31,2024-08-31,13,1,0,57,5,7,2
28,2024-08-31,13,2,0,63,4,5,1
25,2024-08-31,13,1,0,47,2,3,2
26,2024-08-31,13,2,0,52,3,4,1
27,2024-08-31,13,1,0,57,3,3,1
24,2024-08-31,13,1,0,48,4,5,1
29,2024-08-31,13,1,0,50,3,4,1
30,2024-08-31,13,1,0,66,5,5,1
56,2024-08-31,12,2,0,73,7,8,1
65,2024-08-31,12,1,0,50,4,5,1
64,2024-08-31,12,2,0,43,2,3,1
63,2024-08-31,12,0,0,30,2,3,1
62,2024-08-31,12,2,0,22,1,3,1
61,2024-08-31,12,1,0,24,1,2,1
60,2024-08-31,12,1,0,60,3,4,1
59,2024-08-31,12,1,0,61,3,4,1
58,2024-08-31,12,3,0,66,14,17,3
57,2024-08-31,12,3,0,63,14,16,2
46,2024-08-31,12,1,0,59,5,5,1
54,2024-08-31,12,2,0,68,4,5,1
53,2024-08-31,12,1,0,65,5,6,1
52,2024-08-31,12,2,0,79,3,4,1
51,2024-08-31,12,2,0,68,8,9,1
50,2024-08-31,12,2,0,72,8,9,1
49,2024-08-31,12,2,0,68,7,8,1
48,2024-08-31,12,1,0,65,5,6,1
47,2024-08-31,12,1,0,52,3,4,1
67,2024-08-31,12,3,1,54,28,43,14
66,2024-08-31,12,2,0,47,5,7,2
3,2024-08-31,12,3,0,69,4,5,1
68,2024-08-31,12,1,0,31,19,30,11
85,2024-08-31,12,1,0,50,2,3,0
44,2024-08-31,12,1,0,52,2,3,1
313,2024-08-31,12,1,0,41,1,1,0
312,2024-08-31,12,0,0,46,6,6,1
311,2024-08-31,12,1,0,66,8,9,0
204,2024-08-31,12,1,0,67,4,5,1
203,2024-08-31,12,1,0,49,2,3,1
202,2024-08-31,12,2,0,62,4,5,1
201,2024-08-31,12,2,0,73,6,8,2
84,2024-08-31,12,1,0,54,1,1,0
69,2024-08-31,12,1,0,67,3,4,1
83,2024-08-31,12,1,0,46,2,3,1
80,2024-08-31,12,1,0,22,1,2,0
78,2024-08-31,12,1,0,54,1,3,2
77,2024-08-31,12,2,0,58,8,9,1
75,2024-08-31,12,1,0,63,2,3,1
72,2024-08-31,12,1,0,43,1,2,1
71,2024-08-31,12,1,0,61,11,13,2
70,2024-08-31,12,2,1,85,21,25,4
45,2024-08-31,12,1,0,53,3,4,0
43,2024-08-31,12,1,0,57,4,5,1
12,2024-08-31,12,3,0,80,11,12,1
10,2024-08-31,12,1,0,42,7,10,3
20,2024-08-31,12,1,0,42,8,10,2
19,2024-08-31,12,1,0,37,2,2,1
17,2024-08-31,12,3,0,46,8,10,2
16,2024-08-31,12,3,1,63,18,21,3
15,2024-08-31,12,2,0,78,9,10,1
14,2024-08-31,12,2,0,91,16,18,2
13,2024-08-31,12,3,0,80,13,14,1
11,2024-08-31,12,2,0,59,7,8,1
1,2024-08-31,12,4,0,66,4,4,0
22,2024-08-31,12,1,0,43,3,4,1
9,2024-08-31,12,1,0,43,2,3,1
8,2024-08-31,12,3,0,68,9,10,2
7,2024-08-31,12,1,0,67,8,10,1
6,2024-08-31,12,4,0,96,NULL,NULL,NULL
5,2024-08-31,12,2,0,90,10,11,1
4,2024-08-31,12,2,0,92,9,10,1
2,2024-08-31,12,3,0,76,8,10,1
42,2024-08-31,12,2,0,74,4,5,0
21,2024-08-31,12,3,0,64,8,9,1
