site_id,date,time,aqi,status
9,2024-08-31,14,45,Good
1,2024-08-31,14,55,Moderate
2,2024-08-31,14,60,Moderate
3,2024-08-31,14,52,Moderate
4,2024-08-31,14,61,Moderate
5,2024-08-31,14,67,Moderate
6,2024-08-31,14,77,Moderate
7,2024-08-31,14,61,Moderate
8,2024-08-31,14,70,Moderate
10,2024-08-31,14,47,Good
19,2024-08-31,14,39,Good
11,2024-08-31,14,44,Good
12,2024-08-31,14,63,Moderate
13,2024-08-31,14,56,Moderate
14,2024-08-31,14,64,Moderate
15,2024-08-31,14,61,Moderate
16,2024-08-31,14,71,Moderate
17,2024-08-31,14,44,Good
18,2024-08-31,14,44,Good
42,2024-08-31,14,64,Moderate
43,2024-08-31,14,63,Moderate
44,2024-08-31,14,59,Moderate
84,2024-08-31,14,44,Good
69,2024-08-31,14,77,Moderate
70,2024-08-31,14,68,Moderate
71,2024-08-31,14,66,Moderate
72,2024-08-31,14,60,Moderate
75,2024-08-31,14,48,Good
77,2024-08-31,14,60,Moderate
78,2024-08-31,14,44,Good
80,2024-08-31,14,15,Good
85,2024-08-31,14,46,Good
67,2024-08-31,14,72,Moderate
201,2024-08-31,14,72,Moderate
202,2024-08-31,14,60,Moderate
203,2024-08-31,14,NULL,NULL
204,2024-08-31,14,72,Moderate
311,2024-08-31,14,55,Moderate
312,2024-08-31,14,55,Moderate
61,2024-08-31,14,NULL,NULL
45,2024-08-31,14,60,Moderate
68,2024-08-31,14,57,Moderate
83,2024-08-31,14,46,Good
66,2024-08-31,14,39,Good
54,2024-08-31,14,64,Moderate
65,2024-08-31,14,35,Good
47,2024-08-31,14,47,Good
48,2024-08-31,14,72,Moderate
49,2024-08-31,14,72,Moderate
50,2024-08-31,14,66,Moderate
51,2024-08-31,14,83,Moderate
52,2024-08-31,14,68,Moderate
53,2024-08-31,14,65,Moderate
46,2024-08-31,14,64,Moderate
56,2024-08-31,14,67,Moderate
60,2024-08-31,14,53,Moderate
63,2024-08-31,14,21,Good
62,2024-08-31,14,17,Good
64,2024-08-31,14,37,Good
59,2024-08-31,14,62,Moderate
58,2024-08-31,14,73,Moderate
57,2024-08-31,14,73,Moderate
64,2024-08-31,13,38,Good
54,2024-08-31,13,68,Moderate
63,2024-08-31,13,21,Good
62,2024-08-31,13,17,Good
61,2024-08-31,13,19,Good
60,2024-08-31,13,48,Good
59,2024-08-31,13,58,Moderate
58,2024-08-31,13,68,Moderate
57,2024-08-31,13,73,Moderate
56,2024-08-31,13,68,Moderate
50,2024-08-31,13,64,Moderate
53,2024-08-31,13,66,Moderate
52,2024-08-31,13,68,Moderate
51,2024-08-31,13,74,Moderate
67,2024-08-31,13,74,Moderate
49,2024-08-31,13,76,Moderate
48,2024-08-31,13,76,Moderate
47,2024-08-31,13,47,Good
46,2024-08-31,13,67,Moderate
45,2024-08-31,13,62,Moderate
66,2024-08-31,13,39,Good
43,2024-08-31,13,62,Moderate
68,2024-08-31,13,56,Moderate
85,2024-08-31,13,45,Good
23,2024-08-31,13,43,Good
313,2024-08-31,13,22,Good
312,2024-08-31,13,54,Moderate
311,2024-08-31,13,53,Moderate
204,2024-08-31,13,68,Moderate
203,2024-08-31,13,58,Moderate
202,2024-08-31,13,65,Moderate
201,2024-08-31,13,74,Moderate
84,2024-08-31,13,42,Good
69,2024-08-31,13,76,Moderate
83,2024-08-31,13,49,Good
80,2024-08-31,13,14,Good
78,2024-08-31,13,44,Good
77,2024-08-31,13,65,Moderate
75,2024-08-31,13,46,Good
72,2024-08-31,13,55,Moderate
71,2024-08-31,13,64,Moderate
70,2024-08-31,13,66,Moderate
44,2024-08-31,13,61,Moderate
65,2024-08-31,13,36,Good
42,2024-08-31,13,62,Moderate
11,2024-08-31,13,45,Good
20,2024-08-31,13,51,Moderate
19,2024-08-31,13,43,Good
18,2024-08-31,13,44,Good
17,2024-08-31,13,44,Good
16,2024-08-31,13,72,Moderate
15,2024-08-31,13,61,Moderate
14,2024-08-31,13,63,Moderate
13,2024-08-31,13,55,Moderate
10,2024-08-31,13,48,Good
22,2024-08-31,13,54,Moderate
9,2024-08-31,13,43,Good
8,2024-08-31,13,67,Moderate
7,2024-08-31,13,61,Moderate
6,2024-08-31,13,61,Moderate
5,2024-08-31,13,57,Moderate
4,2024-08-31,13,60,Moderate
3,2024-08-31,13,53,Moderate
1,2024-08-31,13,54,Moderate
21,2024-08-31,13,55,Moderate
12,2024-08-31,13,64,Moderate
41,2024-08-31,13,50,Good
32,2024-08-31,13,60,Moderate
2,2024-08-31,13,58,Moderate
40,2024-08-31,13,60,Moderate
39,2024-08-31,13,59,Moderate
38,2024-08-31,13,73,Moderate
37,2024-08-31,13,69,Moderate
36,2024-08-31,13,72,Moderate
34,2024-08-31,13,60,Moderate
33,2024-08-31,13,70,Moderate
35,2024-08-31,13,68,Moderate
31,2024-08-31,13,63,Moderate
28,2024-08-31,13,57,Moderate
25,2024-08-31,13,58,Moderate
26,2024-08-31,13,55,Moderate
27,2024-08-31,13,62,Moderate
24,2024-08-31,13,46,Good
29,2024-08-31,13,63,Moderate
30,2024-08-31,13,70,Moderate
56,2024-08-31,12,65,Moderate
65,2024-08-31,12,38,Good
64,2024-08-31,12,39,Good
63,2024-08-31,12,22,Good
62,2024-08-31,12,16,Good
61,2024-08-31,12,18,Good
60,2024-08-31,12,44,Good
59,2024-08-31,12,59,Moderate
58,2024-08-31,12,66,Moderate
57,2024-08-31,12,71,Moderate
46,2024-08-31,12,68,Moderate
54,2024-08-31,12,67,Moderate
53,2024-08-31,12,63,Moderate
52,2024-08-31,12,65,Moderate
51,2024-08-31,12,67,Moderate
50,2024-08-31,12,61,Moderate
49,2024-08-31,12,71,Moderate
48,2024-08-31,12,75,Moderate
47,2024-08-31,12,44,Good
67,2024-08-31,12,74,Moderate
66,2024-08-31,12,39,Good
3,2024-08-31,12,51,Moderate
68,2024-08-31,12,58,Moderate
85,2024-08-31,12,45,Good
44,2024-08-31,12,61,Moderate
313,2024-08-31,12,19,Good
312,2024-08-31,12,56,Moderate
311,2024-08-31,12,52,Moderate
204,2024-08-31,12,63,Moderate
203,2024-08-31,12,60,Moderate
202,2024-08-31,12,70,Moderate
201,2024-08-31,12,76,Moderate
84,2024-08-31,12,43,Good
69,2024-08-31,12,74,Moderate
83,2024-08-31,12,53,Moderate
80,2024-08-31,12,15,Good
78,2024-08-31,12,44,Good
77,2024-08-31,12,65,Moderate
75,2024-08-31,12,45,Good
72,2024-08-31,12,56,Moderate
71,2024-08-31,12,59,Moderate
70,2024-08-31,12,62,Moderate
45,2024-08-31,12,63,Moderate
43,2024-08-31,12,65,Moderate
12,2024-08-31,12,64,Moderate
10,2024-08-31,12,51,Moderate
20,2024-08-31,12,49,Good
19,2024-08-31,12,46,Good
17,2024-08-31,12,44,Good
16,2024-08-31,12,70,Moderate
15,2024-08-31,12,61,Moderate
14,2024-08-31,12,60,Moderate
13,2024-08-31,12,53,Moderate
11,2024-08-31,12,45,Good
1,2024-08-31,12,54,Moderate
22,2024-08-31,12,55,Moderate
9,2024-08-31,12,45,Good
8,2024-08-31,12,67,Moderate
7,2024-08-31,12,60,Moderate
6,2024-08-31,12,60,Moderate
5,2024-08-31,12,52,Moderate
4,2024-08-31,12,60,Moderate
2,2024-08-31,12,57,Moderate
42,2024-08-31,12,61,Moderate
21,2024-08-31,12,53,Moderate
