county,sitename,Date,pm2.5,pm10,no,no2,nox,co,so2,o3,AQI,status
Region XII (SOCCSKSARGEN),Tacurong,2022-05-01,30.63730034769992,50.84756450340024,11.246254882916311,53.346315308123074,34.23406220125088,1.2007005539452658,6.659378882135036,74.22304065633277,90.0,acutely unhealthy
Region XII (SOCCSKSARGEN),Tacurong,2022-06-01,3.531158132607306,7.1931098080980655,2.1058184422576693,6.140676658328233,4.370642403310528,0.1578840318601224,1.6835930364107503,5.0,15.0,good
Region XII (SOCCSKSARGEN),Tacurong,2022-07-01,9.988264941603518,17.10890741874713,4.585516958578789,17.496924396279216,11.703693918074745,0.3548871701189516,3.3025106937260005,30.836298598549085,42.0,unhealthy for sensitive group
Region XII (SOCCSKSARGEN),Tacurong,2022-08-01,15.430695285119036,30.141183982253416,7.854078390034253,21.604169823814644,15.612871553339916,0.4131990455536305,5.244230653367007,17.789103742750495,58.0,acutely unhealthy
Region XII (SOCCSKSARGEN),Tacurong,2022-09-01,10.675937851412682,17.83494323403239,4.331012408327752,19.019393442525946,12.37571510095246,0.4715109209883094,3.105406556196704,42.20435966018113,44.0,unhealthy for sensitive group
Region XII (SOCCSKSARGEN),Tacurong,2022-10-01,11.424557488362064,19.67912897565425,6.995651070933689,19.57997772803856,14.085083263455294,0.3529291635265794,2.892892777960569,33.078151775924425,48.0,very unhealthy
Region XII (SOCCSKSARGEN),Tacurong,2022-11-01,11.872004467810893,20.310625832765325,9.430393099473996,12.799570788854025,11.781880860813851,0.4841693991964786,5.615165774770844,49.62701768897498,49.0,very unhealthy
Region XII (SOCCSKSARGEN),Tacurong,2022-12-01,11.574781975296684,21.06646593741017,8.296474403885398,19.10032582020627,14.520304118768584,0.2711381786824463,2.984068242401569,15.599880825890486,48.0,very unhealthy
Region XII (SOCCSKSARGEN),Tacurong,2023-01-01,14.306446771316969,23.38538991847047,9.179058141877656,22.46048262857501,16.768956608339916,0.4070708801577311,6.438413594835435,22.38239621458527,56.0,acutely unhealthy
Region XII (SOCCSKSARGEN),Tacurong,2023-02-01,15.333371377114853,35.41000120572607,10.398948952503762,16.978310998882627,14.509947774234789,0.4973439527607784,8.427305838174444,23.18025098674013,58.0,acutely unhealthy
